roc_auc,f1,average_precision,n_samples,n_positives,window_index,drift_detected,model_retrained,error_rate,ssi
0.5060989376765805,0.0,0.0655191522307026,7500,491,9,False,False,0.0654666666666666,
0.5070997044943115,0.0,0.0645633524465672,7500,482,10,False,False,0.0642666666666666,0.9950980392156864
0.4926785753650131,0.0,0.0674050298702785,7500,485,11,False,False,0.0646666666666666,0.9975490196078431
0.4989822153832257,0.0,0.0737196441619604,7500,534,12,False,False,0.0712,0.9975490196078431
0.4930026892376439,0.0,0.0659769677325997,7500,508,13,False,False,0.0677333333333333,0.9975490196078431
0.4791792060487022,0.0,0.0608109817485583,7500,482,14,False,False,0.0642666666666666,0.9975490196078431
0.4961439934076171,0.0,0.0698174926367626,7500,494,15,False,False,0.0658666666666666,0.9985294117647058
0.5009656999324792,0.0,0.0701479468728763,7500,502,16,False,False,0.0669333333333333,0.9975490196078431
0.5207996471709251,0.0,0.071389940151483,7500,481,17,False,False,0.0641333333333333,0.9975490196078431
0.4943596427595615,0.0,0.0686737753340637,7500,523,18,False,False,0.0697333333333333,0.9980392156862744
0.5101923452753075,0.0,0.0736586930276677,7500,538,19,False,False,0.0717333333333333,0.9980392156862744
